	21123	POS
eh	14	POS
amis	1	POS
en	47	POS
em	80	POS
el	43	POS
ec	4	POS
eb	2	POS
ea	2	POS
eg	15	POS
ed	155	POS
NOT_compatible	2	POS
skewed	5	POS
ey	1	POS
amid	23	POS
zenith	10	POS
slight	75	POS
NOT_views	1	POS
es	15	POS
er	36	POS
eq	1	POS
ep	3	POS
starved	6	POS
eu	2	POS
et	45	POS
ruth	98	POS
elucidation	2	POS
dollys	2	POS
NOT_handle	13	POS
NOT_wars	8	POS
please	347	POS
rim	3	POS
concerned	118	POS
NOT_wannabe	2	POS
privilege	15	POS
gang	186	POS
hulchul	1	POS
effects	814	POS
vandermey	1	POS
NOT_ziyi	1	POS
NOT_ward	2	POS
NOT_visconti	4	POS
dorfman	11	POS
starvation	7	POS
ganz	4	POS
NOT_afghanistan	1	POS
NOT_warn	2	POS
ruts	2	POS
NOT_warm	7	POS
NOT_curb	3	POS
cellulose	1	POS
smackdowns	1	POS
gans	1	POS
affix	1	POS
maclaglen	2	POS
agin	2	POS
knoller	6	POS
sensitises	1	POS
conjuring	3	POS
refrained	2	POS
sylvester	8	POS
goldoni	4	POS
singleton	10	POS
mommies	2	POS
commonplace	10	POS
underpinning	2	POS
greystoke	1	POS
ranted	4	POS
NOT_overload	1	POS
aldrich	1	POS
response	65	POS
jihadist	1	POS
hollering	2	POS
measured	17	POS
cackle	1	POS
NOT_omitted	1	POS
mech	5	POS
charms	39	POS
measures	16	POS
unflinchingly	4	POS
adventuring	2	POS
ferdy	1	POS
alert	41	POS
ric	2	POS
overlooks	3	POS
newark	1	POS
NOT_extra	12	POS
arhtur	1	POS
hurricane	14	POS
mousy	3	POS
injuries	11	POS
terada	2	POS
zanuck	10	POS
NOT_ethnographer	1	POS
operative	12	POS
mores	14	POS
entrapping	1	POS
NOT_bogged	1	POS
mouse	103	POS
NOT_climb	2	POS
circumscribe	1	POS
producer	221	POS
produces	28	POS
shriveled	2	POS
coughs	3	POS
more4	1	POS
enigma	9	POS
larking	1	POS
invitations	3	POS
mercurial	4	POS
flubs	1	POS
NOT_dishes	1	POS
turrets	1	POS
catlike	1	POS
seductions	2	POS
NOT_befriends	1	POS
tends	63	POS
lager	4	POS
inconsiderate	2	POS
loch	1	POS
NOT_phyllis	1	POS
NOT_tightened	3	POS
languorous	4	POS
NOT_stomped	1	POS
agentine	1	POS
profster	2	POS
subverts	2	POS
bernanos	1	POS
predeccesor	1	POS
katrina	1	POS
pernell	7	POS
columbos	2	POS
steadily	15	POS
clergy	2	POS
instance	134	POS
contacting	2	POS
backhanded	1	POS
NOT_thrown	7	POS
NOT_ted	2	POS
justis	1	POS
NOT_joiner	1	POS
dramatically	20	POS
sockets	2	POS
NOT_beacon	1	POS
NOT_throws	1	POS
NOT_which	172	POS
cujo	3	POS
painer	1	POS
powerbomb	2	POS
personify	1	POS
monogram	5	POS
mayagi	1	POS
cabot	2	POS
replacated	1	POS
barbedwire	1	POS
miraglittoa	1	POS
mohammed	4	POS
qute	1	POS
kleenex	10	POS
wolitzer	1	POS
cinders	1	POS
massenet	1	POS
limped	1	POS
darius	32	POS
convenient	15	POS
landen	1	POS
NOT_soars	1	POS
rattling	6	POS
heel	10	POS
bannister	20	POS
pyle	5	POS
thoughtlessly	1	POS
heed	6	POS
2036	8	POS
raccoon	2	POS
30pm	3	POS
NOT_usefulness	1	POS
NOT_rub	1	POS
suggessted	1	POS
tireless	2	POS
rationalistic	2	POS
NOT_delivering	3	POS
NOT_vertigo	2	POS
chanteuse	2	POS
mutinous	1	POS
reflect	51	POS
jarndyce	9	POS
aristotelian	5	POS
barzell	1	POS
NOT_crimes	3	POS
stunned	41	POS
firstly	33	POS
indomitable	3	POS
slaughtering	3	POS
NOT_studded	1	POS
unfunny	16	POS
incalculable	2	POS
characterizing	1	POS
bought	215	POS
stunner	6	POS
NOT_stadium	3	POS
asbestos	1	POS
aapkey	2	POS
peruse	1	POS
influential	37	POS
uccide	2	POS
amorphous	1	POS
sinus	2	POS
NOT_demons	9	POS
mulan	1	POS
intersperses	1	POS
tantrum	5	POS
cheswick	1	POS
NOT_classy	2	POS
resets	1	POS
responsibly	1	POS
leeze	2	POS
loathable	1	POS
astounded	7	POS
riches	17	POS
richer	15	POS
NOT_unforgiving	1	POS
NOT_fallout	1	POS
NOT_substitute	2	POS
endanger	1	POS
NOT_quirks	2	POS
stills	14	POS
nantes	1	POS
davitelj	1	POS
NOT_quirky	3	POS
NOT_admission	1	POS
positions	17	POS
famed	31	POS
pixilation	1	POS
snippers	1	POS
NOT_outbreaking	1	POS
kouf	1	POS
ordained	2	POS
flaunts	1	POS
stillm	1	POS
NOT_episode	54	POS
sab	2	POS
idling	1	POS
hazels	1	POS
ewing	5	POS
juvenile	38	POS
individual	146	POS
topical	7	POS
NOT_housewives	1	POS
sexualin	1	POS
NOT_box	28	POS
NOT_still	95	POS
NOT_politician	1	POS
furnace	2	POS
trotti	4	POS
zanes	1	POS
distribute	7	POS
trotta	18	POS
sartor	1	POS
upright	7	POS
transition	56	POS
bonita	2	POS
apart	286	POS
pyrokineticists	1	POS
mutch	2	POS
benedek	1	POS
sportsman	1	POS
kopins	8	POS
sloppily	1	POS
NOT_focused	8	POS
bernsen	44	POS
welcoming	3	POS
NOT_inherits	1	POS
pollutions	1	POS
mesmorizingly	1	POS
crescent	1	POS
beyonce	1	POS
ranting	9	POS
phone	121	POS
NOT_discovered	6	POS
adventist	2	POS
NOT_bob	5	POS
cubes	2	POS
flashbacks	106	POS
severely	22	POS
mccord	6	POS
phony	22	POS
NOT_formerly	1	POS
abhors	2	POS
trilogy	139	POS
debutant	1	POS
NOT_base	3	POS
bullshot	1	POS
incarnated	2	POS
allude	6	POS
thirthysomething	1	POS
kick	125	POS
NOT_dialog	9	POS
regrets	20	POS
besides	196	POS
aspects	214	POS
schlockmeister	2	POS
scences	1	POS
conversed	1	POS
greta	22	POS
lonely	133	POS
begun	28	POS
betrayer	2	POS
disabling	2	POS
bocka	1	POS
NOT_cooper	1	POS
NOT_reluctantly	1	POS
sinnui	2	POS
NOT_intricacies	1	POS
condemnatory	2	POS
converses	1	POS
aishwarya	5	POS
buchholz	1	POS
ronnie	8	POS
NOT_spotlight	1	POS
mammy	10	POS
coastline	2	POS
glacial	1	POS
patronage	2	POS
tobey	11	POS
saiba	1	POS
especialmente	1	POS
rhett	1	POS
bolster	2	POS
circuitous	1	POS
templates	1	POS
tatooed	1	POS
parisien	1	POS
NOT_ruth	1	POS
NOT_dank	1	POS
sensitiveness	1	POS
idyll	3	POS
NOT_dang	1	POS
customs	21	POS
nickolodean	1	POS
correspond	5	POS
pencier	1	POS
hesitation	18	POS
gillia	1	POS
calm	56	POS
hadled	1	POS
rehearsals	7	POS
derive	12	POS
replays	4	POS
gillin	1	POS
matinees	1	POS
naudets	4	POS
NOT_crowned	1	POS
ngassa	1	POS
previously	103	POS
philosophies	9	POS
shabbily	2	POS
conscience	45	POS
jorney	2	POS
healthiest	1	POS
items	43	POS
defiance	10	POS
NOT_madrid	1	POS
gerry	5	POS
berate	4	POS
furia	1	POS
NOT_fabricated	2	POS
canteens	1	POS
heathen	1	POS
hubatsek	1	POS
gerri	1	POS
volcanoes	2	POS
brockie	1	POS
copious	5	POS
mcmahon	13	POS
warmers	1	POS
monopolist	1	POS
terezinha	1	POS
bounce	11	POS
disgusts	2	POS
appointed	15	POS
enmeshes	1	POS
NOT_jacqueline	1	POS
immobile	2	POS
slothy	1	POS
ozric	1	POS
croft	4	POS
ikeda	1	POS
hussein	4	POS
airbag	2	POS
NOT_skinned	1	POS
enmeshed	4	POS
NOT_thouch	1	POS
gallactica	3	POS
wyler	4	POS
prognathous	1	POS
fleas	3	POS
slutty	6	POS
standouts	12	POS
pitcher	14	POS
minutes	779	POS
NOT_progress	10	POS
NOT_columbo	11	POS
hessman	1	POS
dilapidated	8	POS
perinal	4	POS
pepoire	4	POS
NOT_enthusiastic	3	POS
NOT_split	4	POS
thuggish	4	POS
regiments	2	POS
yearnings	3	POS
deviating	1	POS
NOT_crumbs	1	POS
maximise	1	POS
kubanskie	1	POS
blend	83	POS
blodwyn	1	POS
bothering	5	POS
NOT_dassin	1	POS
cloudkicker	6	POS
silverman	29	POS
NOT_intentional	2	POS
cleats	1	POS
NOT_amazing	32	POS
doga	2	POS
animosity	7	POS
topped	16	POS
dispose	7	POS
ads	7	POS
untamed	3	POS
NOT_nutrients	1	POS
NOT_intends	1	POS
horrendous	26	POS
addicting	3	POS
ada	8	POS
NOT_piaf	2	POS
ade	6	POS
trouble	239	POS
adi	1	POS
NOT_gregory	1	POS
adm	1	POS
alleys	5	POS
ado	7	POS
theowinthrop	1	POS
rheubottom	1	POS
wolverine	4	POS
NOT_actively	1	POS
cameroons	2	POS
malevolence	3	POS
bugundians	2	POS
diaper	5	POS
overridden	1	POS
eroticism	24	POS
bathe	2	POS
caisse	1	POS
walston	3	POS
guile	1	POS
sovjet	1	POS
melenzana	1	POS
sequenced	1	POS
referential	8	POS
whiile	1	POS
NOT_owner	3	POS
editors	9	POS
pap	4	POS
bemusement	1	POS
NOT_sandra	4	POS
ratso	69	POS
bradley	9	POS
fossilised	1	POS
sequences	369	POS
NOT_exactly	160	POS
levinspiel	1	POS
cleans	7	POS
crackpot	4	POS
lusciousness	1	POS
dominican	5	POS
heinrich	1	POS
karsis	1	POS
NOT_textbook	3	POS
popularity	42	POS
ratio	16	POS
NOT_edits	1	POS
wiggins	1	POS
convincing	256	POS
soldiers	185	POS
omnibus	10	POS
salesmen	1	POS
lobotomy	2	POS
hayman	2	POS
tratment	1	POS
28th	2	POS
sweepingly	3	POS
borgnine	7	POS
disavowed	2	POS
technicolour	8	POS
cooperated	1	POS
NOT_unfolds	2	POS
NOT_long	175	POS
NOT_heartbroken	1	POS
burgess	25	POS
NOT_smoke	3	POS
clumsiness	4	POS
NOT_alarmists	1	POS
darkly	28	POS
amiably	2	POS
tumpangan	1	POS
amiable	22	POS
intellect	14	POS
apprentice	23	POS
daydreaming	3	POS
scion	1	POS
creating	167	POS
prag	10	POS
aknowledge	1	POS
resemblence	3	POS
dentistry	4	POS
stavros	2	POS
r4	1	POS
mountain	112	POS
r2	7	POS
korot	1	POS
r1	3	POS
journeyed	1	POS
rowing	1	POS
tactfully	2	POS
overpowers	3	POS
pray	18	POS
unwittingly	13	POS
torrential	1	POS
ultraviolent	1	POS
keats	3	POS
lodge	2	POS
boleslowski	1	POS
financing	4	POS
woronow	1	POS
whose	572	POS
isobel	1	POS
colonisation	1	POS
NOT_icicles	1	POS
NOT_argento	1	POS
bukvic	1	POS
phonograph	4	POS
juha	1	POS
croatia	4	POS
beret	2	POS
cambodia	20	POS
youngsters	20	POS
unneeded	1	POS
ry	1	POS
rv	3	POS
rs	4	POS
agrees	57	POS
rn	1	POS
ro	2	POS
mounts	5	POS
rm	1	POS
roemheld	3	POS
NOT_examples	2	POS
ri	6	POS
melanie	3	POS
rg	4	POS
rd	9	POS
re	1922	POS
bongo	1	POS
rc	1	POS
ra	10	POS
NOT_after	142	POS
gramophone	1	POS
¢	17	POS
cristopher	1	POS
errol	48	POS
NOT_bhandarkar	1	POS
trepidations	1	POS
counsel	6	POS
pause	22	POS
NOT_thoughts	7	POS
tokyos	1	POS
NOT_improbable	3	POS
sergent	3	POS
hanson	17	POS
supple	2	POS
NOT_particulars	1	POS
meringue	1	POS
gabriele	12	POS
NOT_glorifies	1	POS
bangs	3	POS
daniel	179	POS
zukovic	1	POS
bagdad	27	POS
NOT_deceased	2	POS
dryer	3	POS
antonietta	12	POS
suffer	75	POS
stoop	5	POS
NOT_glorified	4	POS
pacula	2	POS
consensus	6	POS
NOT_catscratch	1	POS
screwballs	2	POS
overacted	2	POS
frenais	3	POS
endured	10	POS
bhave	3	POS
edgardo	1	POS
brownshirt	1	POS
NOT_grammar	1	POS
walter	163	POS
powerbombed	1	POS
spencer	34	POS
handing	13	POS
NOT_graceful	1	POS
directness	3	POS
endures	13	POS
NOT_attaching	1	POS
parasite	7	POS
camouflages	1	POS
speckle	2	POS
saddles	4	POS
viertel	2	POS
holroyd	4	POS
rotation	3	POS
reactivation	1	POS
mckinley	1	POS
boatload	4	POS
improve	36	POS
lombard	25	POS
repellent	6	POS
fdny	4	POS
gellar	7	POS
NOT_construct	1	POS
pleads	7	POS
NOT_judgement	2	POS
greater	109	POS
baltar	1	POS
stool	7	POS
cathedral	7	POS
craigs	1	POS
demonstrated	35	POS
stealthily	1	POS
unconquerable	1	POS
nuys	1	POS
taut	35	POS
panicked	4	POS
pest	2	POS
NOT_repeat	14	POS
typhoid	1	POS
satiate	3	POS
supply	20	POS
yootha	2	POS
NOT_path	9	POS
lumage	1	POS
videodisc	1	POS
lude	1	POS
demonstrates	42	POS
funnnny	1	POS
vampyre	2	POS
installed	9	POS
NOT_unkindly	1	POS
critiquing	2	POS
stepsisters	17	POS
dor	4	POS
dos	6	POS
dot	15	POS
dou	2	POS
mungle	1	POS
doh	1	POS
ostensibly	18	POS
pathos	42	POS
soured	3	POS
dom	24	POS
don	178	POS
doo	28	POS
sorter	4	POS
doa	1	POS
dob	2	POS
doc	72	POS
dod	2	POS
next	793	POS
bon	12	POS
paraminder	1	POS
NOT_press	7	POS
tamakwa	3	POS
sennett	5	POS
malfunctions	1	POS
NOT_reviewing	3	POS
mama	26	POS
mame	3	POS
gentlemanlike	1	POS
juggernaut	4	POS
NOT_patients	1	POS
clever	284	POS
krycek	1	POS
paterson	2	POS
chambers	4	POS
NOT_dietrich	1	POS
instructed	6	POS
shogo	6	POS
anderson	111	POS
frauds	1	POS
NOT_seeping	1	POS
conspiracies	4	POS
jail	70	POS
trumpets	1	POS
NOT_blatant	2	POS
NOT_merciless	1	POS
likeable	19	POS
impressively	18	POS
webber	2	POS
natwick	1	POS
heaven	184	POS
NOT_becuase	1	POS
preminger	57	POS
exemplifying	2	POS
parameters	5	POS
ummmph	2	POS
theodorakis	3	POS
sower	1	POS
perked	1	POS
galaxy	44	POS
muslmana	1	POS
birthplace	7	POS
covenant	3	POS
compacted	2	POS
influx	3	POS
NOT_merely	22	POS
receptionist	7	POS
NOT_dulled	1	POS
NOT_corrupted	1	POS
sentinel	62	POS
smelled	1	POS
oceanography	1	POS
NOT_jesse	3	POS
equation	11	POS
immersive	3	POS
scratching	14	POS
workman	2	POS
guiry	1	POS
objectionable	4	POS
NOT_chancery	1	POS
NOT_tragedy	9	POS
NOT_actor	63	POS
vow	6	POS
NOT_print	4	POS
waxing	4	POS
ephemerality	1	POS
doinks	1	POS
nabooboo	1	POS
guatamala	2	POS
NOT_kosturica	1	POS
NOT_passionate	5	POS
destination	26	POS
urucows	1	POS
armin	4	POS
desireless	1	POS
deftly	20	POS
franju	1	POS
separated	40	POS
collect	35	POS
entitlement	2	POS
bardeleben	1	POS
delinquents	8	POS
loveless	10	POS
novak	78	POS
NOT_realistic	41	POS
cinematographe	1	POS
proceeded	6	POS
pbs	16	POS
NOT_stupidity	2	POS
NOT_frequency	1	POS
spanglish	6	POS
syd	2	POS
retained	14	POS
harris	148	POS
decameron	1	POS
retainer	2	POS
pluto	7	POS
candidate	34	POS
NOT_expressed	2	POS
kenesaw	1	POS
hofst	2	POS
nitro	5	POS
buttresses	1	POS
interessant	1	POS
tuvoc	1	POS
twenties	14	POS
concedes	1	POS
NOT_professional	11	POS
tuvok	6	POS
amused	29	POS
NOT_screen	103	POS
gratefully	5	POS
NOT_damage	4	POS
tribesmen	2	POS
catharine	2	POS
NOT_puppy	1	POS
check	371	POS
pointy	1	POS
beautify	1	POS
amuses	10	POS
implausibility	5	POS
industrious	3	POS
baseless	1	POS
bandai	2	POS
uselessly	1	POS
lincoln	145	POS
NOT_visionary	1	POS
thrusts	5	POS
NOT_accessories	1	POS
voc	1	POS
scotches	1	POS
cambpell	2	POS
linear	29	POS
shetty	10	POS
electronic	19	POS
logical	53	POS
howls	1	POS
clacks	1	POS
kuran	1	POS
translator	4	POS
alfie	1	POS
thied	1	POS
heroism	20	POS
NOT_proceeds	2	POS
serviceable	11	POS
branching	1	POS
guin	1	POS
chattering	3	POS
NOT_sounding	2	POS
chiffon	1	POS
devour	5	POS
calming	2	POS
pummel	1	POS
NOT_forever	8	POS
revelation	75	POS
NOT_tripping	3	POS
minna	1	POS
barnyard	3	POS
aadha	1	POS
zouzou	1	POS
theses	2	POS
cheshire	1	POS
burger	8	POS
burdened	6	POS
haight	1	POS
kurdish	6	POS
boffin	2	POS
opponent	19	POS
prospector	1	POS
intellectualize	1	POS
imported	3	POS
NOT_universe	3	POS
seaboard	1	POS
parlors	1	POS
wrangles	2	POS
NOT_irrational	1	POS
eurocrime	1	POS
analyzing	5	POS
instigation	1	POS
brangelina	1	POS
synchronism	2	POS
pumpkin	3	POS
texel	1	POS
lodoss	7	POS
superlatives	3	POS
predecessors	18	POS
supposedly	111	POS
tis	2	POS
hiroshima	5	POS
traci	1	POS
mischievous	27	POS
cronicles	1	POS
whistling	10	POS
bums	7	POS
bump	10	POS
bureaucracy	17	POS
adopting	7	POS
orgy	11	POS
scholars	5	POS
foppington	2	POS
tadashi	12	POS
NOT_distraction	4	POS
magestic	1	POS
NOT_voted	3	POS
unluckily	2	POS
weired	3	POS
psychosis	10	POS
levelling	1	POS
buccaneering	1	POS
catalan	1	POS
panjab	1	POS
NOT_passions	1	POS
emphasizing	7	POS
gravitated	1	POS
ushered	2	POS
buckets	8	POS
misanthropes	1	POS
vigilance	4	POS
smack	11	POS
impartial	4	POS
NOT_gere	3	POS
serpentine	2	POS
fireball	5	POS
slickest	2	POS
contradict	9	POS
chunk	9	POS
curry	8	POS
abrahms	1	POS
chung	3	POS
parachutists	1	POS
fledgling	2	POS
awarded	22	POS
NOT_overkill	2	POS
embroider	1	POS
tachigui	3	POS
frontman	1	POS
jaffe	21	POS
NOT_drags	2	POS
killings	44	POS
amazing	1027	POS
oppressive	21	POS
dutchess	1	POS
peacock	4	POS
dhavan	2	POS
peyote	1	POS
buzzing	4	POS
punsley	1	POS
needless	74	POS
valeriana	1	POS
masculine	18	POS
ussr	7	POS
NOT_mentalities	1	POS
lethargy	4	POS
submissions	1	POS
italian	280	POS
augustine	2	POS
dramtic	1	POS
NOT_disregarding	1	POS
NOT_youki	1	POS
contemporary	129	POS
NOT_apocalyptic	1	POS
hodgins	2	POS
picnicking	1	POS
NOT_lending	1	POS
NOT_edited	3	POS
possessiveness	1	POS
wisened	1	POS
lindseys	1	POS
unfiltered	2	POS
rausch	1	POS
totally	504	POS
hilly	1	POS
projectile	3	POS
cameos	80	POS
puya	1	POS
til	16	POS
shipboard	1	POS
vida	11	POS
fetchit	5	POS
awash	1	POS
puyn	1	POS
supplanting	1	POS
mlaatr	1	POS
crossfire	1	POS
mortem	1	POS
morten	1	POS
outkast	1	POS
punks	7	POS
phrasing	3	POS
discerns	1	POS
grotesques	1	POS
valet	8	POS
discontented	2	POS
NOT_noise	1	POS
NOT_dwelling	2	POS
facing	67	POS
marner	1	POS
unenergetic	1	POS
kureshi	1	POS
crunching	4	POS
confronts	25	POS
einer	1	POS
pocketing	1	POS
tenancier	1	POS
tenths	2	POS
alcoholism	25	POS
ringmaster	3	POS
freshmen	1	POS
chopping	7	POS
telepath	1	POS
10pm	1	POS
lagemann	1	POS
piemakers	1	POS
disabuse	2	POS
fide	11	POS
hover	2	POS
lackey	3	POS
nottingham	1	POS
hoven	1	POS
cockroaches	3	POS
hovel	2	POS
geniuses	13	POS
fests	5	POS
personnel	14	POS
emissaries	1	POS
NOT_ala	1	POS
stil	1	POS
banjos	9	POS
disscusion	1	POS
NOT_humour	13	POS
NOT_samurai	2	POS
NOT_restricted	3	POS
NOT_awsome	1	POS
stig	9	POS
poop	2	POS
poor	398	POS
lumpur	1	POS
pool	78	POS
NOT_rossellini	1	POS
priestley	5	POS
NOT_devour	1	POS
pooh	2	POS
grandmother	65	POS
poof	1	POS
traits	31	POS
definitively	6	POS
cashier	6	POS
stir	16	POS
NOT_usual	52	POS
belted	2	POS
NOT_gossip	2	POS
shudder	10	POS
moslems	5	POS
commonwealth	2	POS
pioneered	4	POS
abanks	1	POS
loafers	4	POS
NOT_choke	1	POS
rritu	4	POS
refreshment	1	POS
highest	70	POS
nerukku	1	POS
kite	1	POS
knightley	45	POS
finisher	3	POS
maturity	32	POS
overwhelmingly	5	POS
marienthal	1	POS
kurochka	1	POS
ellington	7	POS
emerge	33	POS
punctuate	5	POS
truthfully	6	POS
enticed	1	POS
peoria	1	POS
athletic	25	POS
plots	117	POS
ribald	2	POS
parter	12	POS
essex	3	POS
NOT_only	799	POS
repeated	85	POS
lecture	12	POS
traumatic	22	POS
amnesia	7	POS
forslani	1	POS
accustomed	20	POS
parted	4	POS
inquire	1	POS
NOT_surprising	36	POS
NOT_tammy	1	POS
originally	161	POS
finished	122	POS
champ	12	POS
hostile	23	POS
heckuva	1	POS
missile	10	POS
NOT_clad	1	POS
beffe	1	POS
bozo	2	POS
shrewish	2	POS
manojlovic	3	POS
gooding	32	POS
reacts	17	POS
levine	8	POS
houses	53	POS
semitism	5	POS
kabuki	7	POS
luved	1	POS
nibelungos	1	POS
liberty	24	POS
NOT_chasing	4	POS
dependable	9	POS
imposture	1	POS
tulips	1	POS
ricans	2	POS
fueled	9	POS
cristal	2	POS
cliche	32	POS
NOT_harmful	3	POS
NOT_de	8	POS
NOT_dc	1	POS
worser	1	POS
playstation	1	POS
passions	24	POS
NOT_do	548	POS
dashingly	2	POS
necron	1	POS
NOT_dj	1	POS
NOT_differently	3	POS
flakes	1	POS
pulley	5	POS
pulled	122	POS
NOT_dr	6	POS
humanistic	9	POS
bathhouse	13	POS
kazakos	6	POS
nother	1	POS
worsen	1	POS
bettered	4	POS
NOT_tempest	1	POS
vereen	2	POS
schartzscop	1	POS
walshs	1	POS
NOT_awe	3	POS
forsake	2	POS
jeebies	1	POS
outrun	4	POS
startlingly	6	POS
corkymeter	1	POS
NOT_postmodern	1	POS
disposal	6	POS
oversee	4	POS
grims	1	POS
tracie	2	POS
NOT_whit	1	POS
waged	4	POS
balme	1	POS
disneyworld	1	POS
kibosh	1	POS
dreamcatcher	1	POS
thenceforth	1	POS
wages	8	POS
wager	14	POS
dramatizes	2	POS
barranco	2	POS
spirals	4	POS
NOT_cancel	2	POS
untimely	12	POS
10star	1	POS
NOT_forces	3	POS
NOT_chops	3	POS
mockumentaries	1	POS
curse	53	POS
NOT_cancer	1	POS
NOT_forced	14	POS
yawahada	1	POS
eviscerated	2	POS
cbe	1	POS
prussia	3	POS
cartoon	229	POS
recreated	19	POS
cbc	5	POS
cbn	1	POS
barbapapa	1	POS
NOT_confuse	5	POS
wierder	1	POS
recreates	9	POS
culpability	2	POS
online	45	POS
repayed	1	POS
NOT_comprehend	7	POS
pratt	3	POS
soninha	2	POS
liberation	11	POS
moralist	2	POS
trumped	5	POS
NOT_tops	2	POS
appropriation	1	POS
moralism	1	POS
kustarica	1	POS
hokum	5	POS
NOT_winchester	1	POS
convents	1	POS
trumpet	19	POS
jurassic	12	POS
NOT_bookish	1	POS
eeeww	1	POS
colourised	1	POS
keuck	2	POS
NOT_house	37	POS
miraglia	15	POS
longshormen	1	POS
swimmer	8	POS
ghosts	70	POS
corsets	4	POS
quits	7	POS
mortals	4	POS
dramatized	18	POS
fascinate	6	POS
NOT_eyre	4	POS
tacked	15	POS
annoying	189	POS
directing	266	POS
helicopter	35	POS
quite	1805	POS
gomba	1	POS
shurikens	1	POS
announcements	2	POS
downpour	1	POS
services	27	POS
pastore	3	POS
recorder	7	POS
layered	37	POS
leads	405	POS
absurdity	37	POS
ours	15	POS
NOT_mouse	7	POS
basements	1	POS
NOT_werewolves	1	POS
NOT_empire	2	POS
downside	26	POS
tourette	2	POS
recorded	58	POS
scranton	2	POS
aris	1	POS
irresponsible	13	POS
oni	1	POS
ond	6	POS
one	12892	POS
ona	1	POS
NOT_author	6	POS
violating	5	POS
aria	4	POS
bludgeoning	3	POS
arid	5	POS
unbalanced	5	POS
lamhey	1	POS
khala	2	POS
onw	1	POS
arin	1	POS
ons	2	POS
heartland	13	POS
effusively	1	POS
alejandro	15	POS
alejandra	3	POS
bait	16	POS
nobly	3	POS
NOT_rae	1	POS
supports	21	POS
NOT_temper	1	POS
bain	10	POS
baio	11	POS
bail	4	POS
environs	2	POS
forrester	4	POS
evening	140	POS
NOT_garnered	2	POS
NOT_refusing	1	POS
NOT_awesomely	1	POS
percy	7	POS
diavalo	1	POS
impregnated	1	POS
NOT_complain	7	POS
NOT_traumatise	1	POS
NOT_serials	2	POS
compare	133	POS
friendship	228	POS
NOT_sturm	1	POS
mentoring	1	POS
vietcong	1	POS
eyed	66	POS
guerrillas	7	POS
hallows	1	POS
cowgirl	1	POS
illiterates	1	POS
alternately	18	POS
twelve	67	POS
swell	15	POS
prevented	15	POS
pastors	1	POS
colorizing	1	POS
normal	245	POS
cliffhangin	1	POS
norman	91	POS
bonaire	1	POS
NOT_hertzfeldt	1	POS
seeped	1	POS
NOT_presentation	2	POS
NOT_contaminated	1	POS
NOT_ott	1	POS
crouse	30	POS
gabrielle	7	POS
naya	1	POS
impactful	7	POS
looses	10	POS
tremendous	102	POS
NOT_definitions	1	POS
peering	2	POS
zat	4	POS
loosed	2	POS
squanders	1	POS
neikov	2	POS
vaudevillians	2	POS
lunch	31	POS
loosen	6	POS
bagger	2	POS
biker	24	POS
bikes	3	POS
apocalyptic	24	POS
NOT_present	25	POS
gossiper	1	POS
firecrackers	2	POS
warlike	3	POS
expanse	4	POS
deklerk	3	POS
mordred	2	POS
underprivileged	1	POS
indict	1	POS
NOT_downhill	2	POS
suzie	3	POS
changruputra	1	POS
deepen	1	POS
giovanni	8	POS
flattering	4	POS
phillipines	3	POS
snacking	2	POS
terence	3	POS
warwick	7	POS
yankies	1	POS
revisited	6	POS
NOT_poetry	1	POS
NOT_lacking	3	POS
NOT_ambition	2	POS
NOT_rounded	2	POS
gribbon	2	POS
deeper	116	POS
NOT_hokey	1	POS
fect	1	POS
exile	12	POS
kyoko	2	POS
epitomises	2	POS
waterbed	1	POS
karamchand	4	POS
bashings	2	POS
gallop	2	POS
sakaguchi	1	POS
NOT_horse	2	POS
gallon	2	POS
kringle	1	POS
tortoise	2	POS
corbett	62	POS
NOT_explicitly	4	POS
harnell	1	POS
sting	15	POS
NOT_tonic	1	POS
shizophrenic	1	POS
superior	190	POS
NOT_block	6	POS
misspelled	1	POS
kicky	1	POS
damien	7	POS
organised	3	POS
stink	6	POS
zion	1	POS
website	53	POS
rendition	55	POS
emperor	49	POS
stint	9	POS
NOT_izzard	1	POS
delineate	1	POS
zac	2	POS
statement	84	POS
loreen	1	POS
guiness	24	POS
tactful	1	POS
NOT_purer	1	POS
flavorless	1	POS
NOT_novella	1	POS
NOT_constructive	1	POS
chrouching	1	POS
distinguish	7	POS
NOT_hoping	5	POS
interconnectedness	1	POS
toulon	1	POS
baroness	2	POS
compadre	1	POS
NOT_bronson	1	POS
NOT_rooms	4	POS
wake	68	POS
alterations	5	POS
spinning	10	POS
skinkons	1	POS
NOT_superman	8	POS
lancelot	2	POS
NOT_sick	12	POS
viveca	1	POS
hayek	1	POS
aspen	1	POS
NOT_joss	1	POS
hayes	30	POS
consequent	2	POS
NOT_josh	2	POS
bullitt	2	POS
breadwinner	1	POS
magrath	2	POS
slobodan	2	POS
NOT_jose	1	POS
cris	1	POS
NOT_chronologically	1	POS
blinding	8	POS
alchoholic	1	POS
NOT_patriotic	2	POS
professorial	3	POS
biko	80	POS
refreshingly	21	POS
dexterity	1	POS
trapp	1	POS
bike	33	POS
NOT_motley	1	POS
supposably	1	POS
3yrs	1	POS
NOT_loaded	4	POS
NOT_animation	26	POS
adotped	1	POS
regain	22	POS
hallmarks	5	POS
maude	10	POS
